orders_id,total_amount,order_date,customers_id,last_click_channel
516874,84,2020-09-18,113453,Google Ads
555359,84,2020-10-15,113453,Google Ads
542834,84,2020-10-06,113453,Google Ads
442178,84,2020-07-28,161852,Google Ads
427195,84,2020-07-16,169277,Google Ads
548229,84,2020-10-10,183617,Google Ads
554819,84,2020-10-15,132933,Google Ads
381091,84,2020-06-06,132933,Google Ads
418717,84,2020-07-10,132933,Google Ads
460983,84,2020-08-13,132933,Google Ads
508038,84,2020-09-14,132933,Google Ads
563441,84,2020-10-20,132938,Google Ads
520020,84,2020-09-21,132938,Google Ads
550496,84,2020-10-11,132938,Google Ads
586219,84,2020-10-29,132938,Google Ads
535808,84,2020-10-01,132938,Google Ads
389580,84,2020-06-15,132938,Google Ads
471925,84,2020-08-21,132938,Google Ads
538058,84,2020-10-02,132938,Google Ads
429042,84,2020-07-17,132938,Google Ads
560324,84,2020-10-18,133963,Google Ads
467364,84,2020-08-17,133963,Google Ads
515446,84,2020-09-18,133963,Google Ads
540620,84,2020-10-05,109131,Google Ads
585277,84,2020-10-29,129359,Google Ads
548314,84,2020-10-10,136020,Google Ads
498677,84,2020-09-08,136020,Google Ads
453157,84,2020-08-06,122964,Google Ads
527051,84,2020-09-26,106584,Google Ads
386890,84,2020-06-12,111199,Google Ads
467218,84,2020-08-17,111199,Google Ads
426572,84,2020-07-16,111199,Google Ads
451520,84,2020-08-05,132707,Google Ads
413978,84,2020-07-06,132707,Google Ads
465724,84,2020-08-16,132707,Google Ads
448529,84,2020-08-02,127853,Google Ads
404705,84,2020-06-29,127853,Google Ads
540939,84,2020-10-05,127853,Google Ads
495049,84,2020-09-05,127853,Google Ads
402741,84,2020-06-27,103287,Google Ads
302657,84,2020-03-04,103287,Google Ads
411896,84,2020-07-04,103287,Google Ads
326653,84,2020-04-12,103287,Google Ads
297769,84,2020-02-23,105847,Facebook Ads
486139,84,2020-08-31,117373,Google Ads
534418,84,2020-10-01,117373,Google Ads
546450,84,2020-10-09,145791,Google Ads
538691,84,2020-10-03,163713,Google Ads
520040,84,2020-09-21,139394,Google Ads
483017,84,2020-08-29,183695,Google Ads
551331,84,2020-10-12,153499,Google Ads
457871,84,2020-08-10,153499,Google Ads
505197,84,2020-09-12,153499,Google Ads
569019,84,2020-10-23,179873,Google Ads
551490,84,2020-10-12,179873,Google Ads
455520,84,2020-08-08,148388,Google Ads
548474,84,2020-10-10,148388,Google Ads
502047,84,2020-09-10,148388,Google Ads
583987,84,2020-10-28,142762,Google Ads
528519,84,2020-09-27,142762,Google Ads
480623,84,2020-08-27,142762,Google Ads
470758,84,2020-08-20,123571,Google Ads
428120,84,2020-07-17,123571,Google Ads
531433,84,2020-09-29,184757,Google Ads
482553,84,2020-08-28,184757,Google Ads
350911,84,2020-05-07,118472,Google Ads
382864,84,2020-06-08,118472,Google Ads
527222,84,2020-09-26,109772,Google Ads
359505,84,2020-05-16,101071,Google Ads
379413,84,2020-06-05,101071,Google Ads
372728,84,2020-05-29,101071,Google Ads
344419,84,2020-04-30,101071,Google Ads
347552,84,2020-05-03,101071,Google Ads
366007,84,2020-05-22,101071,Google Ads
484466,84,2020-08-30,147157,Facebook Ads
443098,84,2020-07-29,147157,Facebook Ads
546534,84,2020-10-09,179670,Google Ads
543825,84,2020-10-07,191203,Google Ads
557731,84,2020-10-16,191203,Google Ads
569218,84,2020-10-23,191203,Google Ads
404493,84,2020-06-29,159978,Google Ads
352388,84,2020-05-08,120554,Google Ads
434416,84,2020-07-22,155373,Google Ads
541722,84,2020-10-05,195056,Google Ads
496274,84,2020-09-06,102131,Google Ads
451778,84,2020-08-05,102131,Google Ads
545250,84,2020-10-08,102131,Google Ads
569386,84,2020-10-23,130038,Google Ads
546817,84,2020-10-09,130038,Google Ads
557959,84,2020-10-16,130038,Google Ads
582015,84,2020-10-26,159225,Facebook Ads
524614,96,2020-09-24,177576,Google Ads
392878,96,2020-06-18,156863,Google Ads
450400,96,2020-08-04,115680,Google Ads
486459,96,2020-08-31,115680,Google Ads
407767,96,2020-07-01,115680,Google Ads
439550,96,2020-07-26,115680,Google Ads
500807,96,2020-09-09,115680,Google Ads
474862,96,2020-08-22,115680,Google Ads
428465,96,2020-07-17,115680,Google Ads
426262,96,2020-07-16,115680,Google Ads
370917,96,2020-05-27,115680,Google Ads
461495,96,2020-08-13,115680,Google Ads
356575,108,2020-05-13,139272,Google Ads
311234,108,2020-03-21,52239,Google Ads
313828,108,2020-03-26,52239,Google Ads
313831,108,2020-03-26,52239,Google Ads
313825,108,2020-03-26,52239,Google Ads
313824,108,2020-03-26,52239,Google Ads
456251,108,2020-08-08,180510,Google Ads
453124,108,2020-08-06,179765,Google Ads
453130,108,2020-08-06,179768,Google Ads
453153,108,2020-08-06,179785,Google Ads
453528,108,2020-08-07,180046,Google Ads
513214,108,2020-09-17,108127,Google Ads
559082,108,2020-10-17,108127,Google Ads
454838,108,2020-08-07,180099,Google Ads
456408,108,2020-08-09,180612,Google Ads
456477,108,2020-08-09,180649,Google Ads
465321,108,2020-08-16,113070,Google Ads
458645,108,2020-08-11,113070,Google Ads
453354,108,2020-08-07,179933,Google Ads
453391,108,2020-08-07,179959,Google Ads
474293,108,2020-08-22,132089,Google Ads
570483,108,2020-10-24,132089,Google Ads
524275,108,2020-09-24,132089,Google Ads
387693,108,2020-06-13,132089,Google Ads
431129,108,2020-07-19,132089,Google Ads
501689,144,2020-09-10,27651,Google Ads
399568,144,2020-06-24,28948,Google Ads
399563,144,2020-06-24,28948,Google Ads
399562,144,2020-06-24,28948,Google Ads
399566,144,2020-06-24,28948,Google Ads
523780,144,2020-09-23,109848,Google Ads
385002,144,2020-06-11,87612,Google Ads
369445,144,2020-05-25,145983,Google Ads
290408,144,2020-02-05,95553,Google Ads
402485,144,2020-06-27,161097,Google Ads
411229,144,2020-07-04,161097,Google Ads
410852,144,2020-07-03,111438,Google Ads
353038,144,2020-05-09,111438,Google Ads
405943,144,2020-06-30,111438,Google Ads
394259,144,2020-06-19,117582,Google Ads
351833,144,2020-05-08,77392,Google Ads
277426,144,2020-01-02,77392,Google Ads
302587,144,2020-03-04,77392,Google Ads
349152,144,2020-05-05,77392,Google Ads
402092,144,2020-06-26,130133,Google Ads
397586,144,2020-06-22,130133,Google Ads
306511,144,2020-03-12,74075,Google Ads
367557,144,2020-05-23,144990,Google Ads
385254,144,2020-06-11,153440,Google Ads
386229,144,2020-06-12,153952,Google Ads
292564,144,2020-02-11,23904,Google Ads
394057,144,2020-06-19,23904,Google Ads
500645,144,2020-09-09,55649,Facebook Ads
393915,144,2020-06-19,150134,Google Ads
378226,144,2020-06-03,150134,Google Ads
300438,144,2020-02-29,99958,Google Ads
317193,144,2020-04-01,104057,Facebook Ads
321512,144,2020-04-06,119957,Google Ads
314525,144,2020-03-27,51613,Google Ads
290885,144,2020-02-06,77493,Google Ads
383652,144,2020-06-09,77493,Google Ads
323425,144,2020-04-08,77493,Google Ads
287198,144,2020-01-28,105409,Google Ads
499194,144,2020-09-08,108231,Google Ads
406317,144,2020-06-30,138450,Google Ads
355669,144,2020-05-12,77523,Google Ads
398306,144,2020-06-23,88019,Google Ads
288206,144,2020-01-30,96981,Google Ads
288208,144,2020-01-30,96981,Google Ads
420683,144,2020-07-12,136166,Facebook Ads
314598,144,2020-03-27,94438,Google Ads
313449,144,2020-03-26,94438,Google Ads
313448,144,2020-03-26,94438,Google Ads
514362,144,2020-09-17,117230,Google Ads
327525,144,2020-04-13,74993,Google Ads
292692,144,2020-02-11,74993,Google Ads
388526,144,2020-06-14,74993,Google Ads
501558,144,2020-09-10,113660,Google Ads
369862,144,2020-05-26,113660,Google Ads
551492,168,2020-10-12,194334,Google Ads
569121,168,2020-10-23,169257,Google Ads
534248,168,2020-10-01,169257,Google Ads
485192,168,2020-08-30,169257,Google Ads
557604,168,2020-10-16,169257,Google Ads
375576,168,2020-06-01,113453,Google Ads
567844,168,2020-10-23,201034,Google Ads
308817,168,2020-03-17,95052,Facebook Ads
459090,168,2020-08-11,143961,Google Ads
506565,168,2020-09-13,143961,Google Ads
556443,168,2020-10-16,143961,Google Ads
493495,168,2020-09-04,106862,Google Ads
485739,168,2020-08-31,106862,Google Ads
487958,168,2020-09-01,106862,Google Ads
379798,168,2020-06-05,114802,Google Ads
553298,168,2020-10-14,174790,Google Ads
475692,168,2020-08-23,155373,Google Ads
337644,168,2020-04-23,129272,Facebook Ads
452318,192,2020-08-06,65064,Facebook Ads
375661,216,2020-06-01,129555,Google Ads
495273,216,2020-09-05,129555,Google Ads
449477,216,2020-08-03,129555,Google Ads
447422,216,2020-08-01,141354,Google Ads
362813,216,2020-05-19,131627,Facebook Ads
455198,216,2020-08-08,180267,Google Ads
456968,216,2020-08-09,180784,Google Ads
382985,216,2020-06-08,124981,Google Ads
455215,216,2020-08-08,180278,Facebook Ads
453149,216,2020-08-06,179783,Google Ads
569549,216,2020-10-23,213591,Facebook Ads
286799,216,2020-01-27,75870,Facebook Ads
456362,216,2020-08-08,180581,Facebook Ads
330809,216,2020-04-16,125048,Facebook Ads
365365,216,2020-05-21,144029,Facebook Ads
526895,216,2020-09-25,202919,Google Ads
360292,216,2020-05-16,141235,Facebook Ads
371355,216,2020-05-27,70606,Facebook Ads
585522,432,2020-10-29,174474,Google Ads
584427,432,2020-10-28,148149,Google Ads
305528,432,2020-03-10,112879,Google Ads
508942,576,2020-09-15,198400,Google Ads
455395,576,2020-08-08,134912,Google Ads
354538,576,2020-05-11,138240,Google Ads
465649,576,2020-08-16,138240,Google Ads
484896,576,2020-08-30,138240,Google Ads
463630,576,2020-08-15,138240,Google Ads
473004,576,2020-08-21,138240,Google Ads
462230,576,2020-08-14,138752,Google Ads
357586,576,2020-05-14,139776,Google Ads
471753,576,2020-08-21,141312,Google Ads
360389,576,2020-05-17,141312,Google Ads
361186,576,2020-05-17,141824,Google Ads
545679,576,2020-10-08,207616,Google Ads
556660,576,2020-10-16,210432,Google Ads
565385,576,2020-10-21,212736,Google Ads
567061,576,2020-10-22,213248,Google Ads
509147,576,2020-09-15,152320,Google Ads
383061,576,2020-06-08,152320,Google Ads
521322,576,2020-09-22,157440,Google Ads
549496,576,2020-10-11,166144,Google Ads
402718,576,2020-06-27,102144,Google Ads
314371,576,2020-03-27,102144,Google Ads
445205,576,2020-07-31,103168,Google Ads
319214,576,2020-04-03,103168,Google Ads
278101,576,2020-01-03,103168,Google Ads
588283,576,2020-10-31,103168,Google Ads
562786,576,2020-10-20,169728,Google Ads
349123,576,2020-05-05,107520,Google Ads
290414,576,2020-02-05,107520,Google Ads
565792,576,2020-10-22,109568,Google Ads
296118,576,2020-02-20,109568,Google Ads
431054,576,2020-07-19,109568,Google Ads
328322,576,2020-04-14,109568,Google Ads
371856,576,2020-05-28,110336,Google Ads
312189,576,2020-03-24,115456,Google Ads
407035,576,2020-07-01,115456,Google Ads
469293,576,2020-08-19,184832,Google Ads
479937,576,2020-08-26,188416,Google Ads
327914,576,2020-04-13,123392,Google Ads
481553,576,2020-08-28,189184,Google Ads
330647,576,2020-04-16,124928,Google Ads
453886,576,2020-08-07,126976,Google Ads
333589,576,2020-04-19,126976,Google Ads
487174,576,2020-09-01,127488,Google Ads
340645,576,2020-04-26,131073,Google Ads
455367,576,2020-08-08,131073,Google Ads
517333,576,2020-09-18,200449,Google Ads
520935,576,2020-09-21,201729,Google Ads
365507,576,2020-05-22,144129,Google Ads
533811,576,2020-10-01,151041,Google Ads
384436,576,2020-06-10,153089,Google Ads
442081,576,2020-07-28,153089,Google Ads
585330,576,2020-10-29,153089,Google Ads
533843,576,2020-10-01,160769,Google Ads
411052,576,2020-07-03,164097,Google Ads
413803,576,2020-07-06,165377,Google Ads
305432,576,2020-03-10,100097,Google Ads
385511,576,2020-06-11,100097,Google Ads
401349,576,2020-06-26,107265,Google Ads
289707,576,2020-02-03,107265,Google Ads
301380,576,2020-03-01,111105,Google Ads
305555,576,2020-03-10,112897,Google Ads
384559,576,2020-06-10,112897,Google Ads
401485,576,2020-06-26,115201,Google Ads
567621,576,2020-10-23,127745,Google Ads
434328,576,2020-07-22,127745,Google Ads
499619,576,2020-09-08,195073,Google Ads
513516,576,2020-09-17,199682,Google Ads
522626,576,2020-09-23,202242,Google Ads
353665,576,2020-05-10,137730,Google Ads
530900,576,2020-09-28,204034,Google Ads
369345,576,2020-05-25,145922,Google Ads
483191,576,2020-08-29,145922,Google Ads
369764,576,2020-05-26,146178,Google Ads
566398,576,2020-10-22,212994,Google Ads
527141,576,2020-09-26,158978,Google Ads
277486,576,2020-01-02,94210,Google Ads
406493,576,2020-07-01,162818,Google Ads
544769,576,2020-10-08,163586,Google Ads
552966,576,2020-10-14,166146,Google Ads
487355,576,2020-09-01,110338,Google Ads
371857,576,2020-05-28,110338,Google Ads
299031,576,2020-02-26,110338,Google Ads
586861,576,2020-10-30,176386,Google Ads
306999,576,2020-03-13,113410,Google Ads
417237,576,2020-07-09,121346,Google Ads
441894,576,2020-07-28,123138,Google Ads
585236,576,2020-10-29,123138,Google Ads
327362,576,2020-04-13,123138,Google Ads
491846,576,2020-09-04,192770,Google Ads
502376,576,2020-09-10,196098,Google Ads
472981,576,2020-08-21,136963,Google Ads
465617,576,2020-08-16,136963,Google Ads
459815,576,2020-08-12,136963,Google Ads
352410,576,2020-05-08,136963,Google Ads
499133,576,2020-09-08,136963,Google Ads
484872,576,2020-08-30,136963,Google Ads
471723,576,2020-08-21,140035,Google Ads
357974,576,2020-05-15,140035,Google Ads
470633,576,2020-08-20,140803,Google Ads
586473,576,2020-10-29,215811,Google Ads
501768,576,2020-09-10,151811,Google Ads
554545,576,2020-10-15,169475,Google Ads
423095,576,2020-07-14,169475,Google Ads
283695,576,2020-01-18,105219,Google Ads
363539,576,2020-05-20,108547,Google Ads
293211,576,2020-02-12,108547,Google Ads
294764,576,2020-02-16,109059,Google Ads
474125,576,2020-08-22,109059,Google Ads
363589,576,2020-05-20,109059,Google Ads
385419,576,2020-06-11,111619,Google Ads
509192,576,2020-09-15,111619,Google Ads
302762,576,2020-03-04,111619,Google Ads
386689,576,2020-06-12,112899,Google Ads
386700,576,2020-06-12,113155,Google Ads
306194,576,2020-03-12,113155,Google Ads
510633,576,2020-09-16,113155,Google Ads
423183,576,2020-07-14,120579,Google Ads
556222,576,2020-10-16,120579,Google Ads
322799,576,2020-04-07,120579,Google Ads
508560,576,2020-09-14,198148,Google Ads
518187,576,2020-09-19,200708,Google Ads
523999,576,2020-09-24,202756,Google Ads
354543,576,2020-05-11,138244,Google Ads
474039,576,2020-08-22,141316,Google Ads
544446,576,2020-10-08,207364,Google Ads
362088,576,2020-05-18,142340,Google Ads
471805,576,2020-08-21,142340,Google Ads
488053,576,2020-09-01,142596,Google Ads
483123,576,2020-08-29,142596,Google Ads
362452,576,2020-05-19,142596,Google Ads
493564,576,2020-09-04,142596,Google Ads
547884,576,2020-10-09,208132,Google Ads
492089,576,2020-09-04,146436,Google Ads
370357,576,2020-05-26,146436,Google Ads
437118,576,2020-07-24,20740,Google Ads
571732,576,2020-10-25,20740,Google Ads
510591,576,2020-09-16,153604,Google Ads
385726,576,2020-06-11,153604,Google Ads
512968,576,2020-09-17,155140,Google Ads
533895,576,2020-10-01,161284,Google Ads
408067,576,2020-07-01,163076,Google Ads
543696,576,2020-10-07,163332,Google Ads
548082,576,2020-10-10,165636,Google Ads
414463,576,2020-07-06,165636,Google Ads
553038,576,2020-10-14,167684,Google Ads
419291,576,2020-07-10,167684,Google Ads
585113,576,2020-10-29,104452,Google Ads
425706,576,2020-07-16,104452,Google Ads
327506,576,2020-04-13,104452,Google Ads
281418,576,2020-01-13,104452,Google Ads
417156,576,2020-07-09,113156,Google Ads
306197,576,2020-03-12,113156,Google Ads
316623,576,2020-03-31,117508,Google Ads
408737,576,2020-07-02,117508,Google Ads
476349,576,2020-08-23,187140,Google Ads
486956,576,2020-08-31,190980,Google Ads
437120,576,2020-07-24,128772,Google Ads
336876,576,2020-04-22,128772,Google Ads
571734,576,2020-10-25,128772,Google Ads
442978,576,2020-07-29,130308,Google Ads
586888,576,2020-10-30,130308,Google Ads
339483,576,2020-04-24,130308,Google Ads
507706,576,2020-09-14,197893,Google Ads
471724,576,2020-08-21,140037,Google Ads
362978,576,2020-05-19,142853,Google Ads
369769,576,2020-05-26,146181,Google Ads
370310,576,2020-05-26,146181,Google Ads
503114,576,2020-09-11,151813,Google Ads
382093,576,2020-06-07,151813,Google Ads
384444,576,2020-06-10,153093,Google Ads
544837,576,2020-10-08,165381,Google Ads
413809,576,2020-07-06,165381,Google Ads
568933,576,2020-10-23,165893,Google Ads
548094,576,2020-10-10,165893,Google Ads
557376,576,2020-10-16,165893,Google Ads
414818,576,2020-07-07,165893,Google Ads
283699,576,2020-01-18,105221,Google Ads
332989,576,2020-04-18,105221,Google Ads
286620,576,2020-01-26,106245,Google Ads
340763,576,2020-04-26,106245,Google Ads
363540,576,2020-05-20,108549,Google Ads
293213,576,2020-02-12,108549,Google Ads
474095,576,2020-08-22,108549,Google Ads
536673,576,2020-10-02,108805,Google Ads
371832,576,2020-05-28,109573,Google Ads
296126,576,2020-02-20,109573,Google Ads
483268,576,2020-08-29,109829,Google Ads
370850,576,2020-05-27,109829,Google Ads
297532,576,2020-02-22,109829,Google Ads
449117,576,2020-08-03,178437,Google Ads
416046,576,2020-07-08,117765,Google Ads
548144,576,2020-10-10,117765,Google Ads
482796,576,2020-08-28,189445,Google Ads
446752,576,2020-08-01,132614,Google Ads
343752,576,2020-04-29,132614,Google Ads
484789,576,2020-08-30,132614,Google Ads
465492,576,2020-08-16,132614,Google Ads
472887,576,2020-08-21,132614,Google Ads
346247,576,2020-05-01,133638,Google Ads
451469,576,2020-08-05,133638,Google Ads
452452,576,2020-08-06,134406,Google Ads
347428,576,2020-05-03,134406,Google Ads
348842,576,2020-05-05,135174,Google Ads
348841,576,2020-05-05,135174,Google Ads
483115,576,2020-08-29,139782,Google Ads
357596,576,2020-05-14,139782,Google Ads
540007,576,2020-10-04,205830,Google Ads
481672,576,2020-08-28,144390,Google Ads
563722,576,2020-10-20,212230,Google Ads
587725,576,2020-10-30,216070,Google Ads
501686,576,2020-09-10,151046,Google Ads
503706,576,2020-09-11,153862,Google Ads
386107,576,2020-06-12,153862,Google Ads
474096,576,2020-08-22,108550,Google Ads
363541,576,2020-05-20,108550,Google Ads
437600,576,2020-07-24,174342,Google Ads
586836,576,2020-10-30,174342,Google Ads
441549,576,2020-07-28,176134,Google Ads
451286,576,2020-08-05,179206,Google Ads
557432,576,2020-10-16,120838,Google Ads
568981,576,2020-10-23,120838,Google Ads
418542,576,2020-07-10,120838,Google Ads
549581,576,2020-10-11,120838,Google Ads
567593,576,2020-10-23,57862,Google Ads
434275,576,2020-07-22,57862,Google Ads
565831,576,2020-10-22,123654,Google Ads
328387,576,2020-04-14,123654,Google Ads
432110,576,2020-07-20,123654,Google Ads
432138,576,2020-07-20,124166,Google Ads
565848,576,2020-10-22,124166,Google Ads
484666,576,2020-08-30,190214,Google Ads
341242,576,2020-04-26,131335,Google Ads
506749,576,2020-09-13,197639,Google Ads
463688,576,2020-08-15,139527,Google Ads
356927,576,2020-05-14,139527,Google Ads
544449,576,2020-10-08,207367,Google Ads
545688,576,2020-10-08,207623,Google Ads
481711,576,2020-08-28,145159,Google Ads
367700,576,2020-05-24,145159,Google Ads
582458,576,2020-10-26,214791,Google Ads
509143,576,2020-09-15,149511,Google Ads
586479,576,2020-10-29,215815,Google Ads
383070,576,2020-06-08,152327,Google Ads
525526,576,2020-09-25,157447,Google Ads
394618,576,2020-06-19,157447,Google Ads
395653,576,2020-06-20,157959,Google Ads
524114,576,2020-09-24,157959,Google Ads
405775,576,2020-06-30,162567,Google Ads
536663,576,2020-10-02,162567,Google Ads
568948,576,2020-10-23,166151,Google Ads
549497,576,2020-10-11,166151,Google Ads
557392,576,2020-10-16,166151,Google Ads
527199,576,2020-09-26,103943,Google Ads
399115,576,2020-06-24,103943,Google Ads
280127,576,2020-01-09,103943,Google Ads
308120,576,2020-03-16,103943,Google Ads
359611,576,2020-05-16,108039,Google Ads
354634,576,2020-05-11,108039,Google Ads
357247,576,2020-05-14,108039,Google Ads
372782,576,2020-05-29,108039,Google Ads
379464,576,2020-06-05,108039,Google Ads
366088,576,2020-05-22,108039,Google Ads
292486,576,2020-02-11,108295,Google Ads
411528,576,2020-07-04,108295,Google Ads
582950,576,2020-10-27,174343,Google Ads
437604,576,2020-07-24,174343,Google Ads
364792,576,2020-05-21,109319,Google Ads
295556,576,2020-02-18,109319,Google Ads
568980,576,2020-10-23,120583,Google Ads
418536,576,2020-07-10,120583,Google Ads
549575,576,2020-10-11,120583,Google Ads
557430,576,2020-10-16,120583,Google Ads
324721,576,2020-04-10,121607,Google Ads
421065,576,2020-07-12,122631,Google Ads
326404,576,2020-04-12,122631,Google Ads
567496,576,2020-10-23,125191,Google Ads
433305,576,2020-07-21,125191,Google Ads
493301,576,2020-09-04,193031,Google Ads
337335,576,2020-04-22,129031,Google Ads
504043,576,2020-09-11,196616,Google Ads
505515,576,2020-09-12,197128,Google Ads
522994,576,2020-09-23,135432,Google Ads
349358,576,2020-05-05,135432,Google Ads
396016,576,2020-06-21,135432,Google Ads
519379,576,2020-09-20,201224,Google Ads
351479,576,2020-05-08,136200,Google Ads
523502,576,2020-09-23,202504,Google Ads
540434,576,2020-10-04,206088,Google Ads
362985,576,2020-05-19,142856,Google Ads
474075,576,2020-08-22,142856,Google Ads
483135,576,2020-08-29,144136,Google Ads
488095,576,2020-09-01,144136,Google Ads
365517,576,2020-05-22,144136,Google Ads
493600,576,2020-09-04,144136,Google Ads
507001,576,2020-09-13,144136,Google Ads
374715,576,2020-05-31,148488,Google Ads
417824,576,2020-07-09,167176,Google Ads
553004,576,2020-10-14,167176,Google Ads
331778,576,2020-04-17,104968,Google Ads
282936,576,2020-01-17,104968,Google Ads
433325,576,2020-07-21,104968,Google Ads
567510,576,2020-10-23,104968,Google Ads
287487,576,2020-01-28,106504,Google Ads
586989,576,2020-10-30,106504,Google Ads
444291,576,2020-07-30,106504,Google Ads
342679,576,2020-04-28,106504,Google Ads
290428,576,2020-02-05,107528,Google Ads
349125,576,2020-05-05,107528,Google Ads
452550,576,2020-08-06,107528,Google Ads
517609,576,2020-09-19,108552,Google Ads
293216,576,2020-02-12,108552,Google Ads
293970,576,2020-02-14,108808,Google Ads
363573,576,2020-05-20,108808,Google Ads
474115,576,2020-08-22,108808,Google Ads
294770,576,2020-02-16,109064,Google Ads
474126,576,2020-08-22,109064,Google Ads
363591,576,2020-05-20,109064,Google Ads
446244,576,2020-08-01,177928,Google Ads
395147,576,2020-06-20,114696,Google Ads
522981,576,2020-09-23,114696,Google Ads
429856,576,2020-07-18,114952,Google Ads
407285,576,2020-07-01,116744,Google Ads
419127,576,2020-07-10,116744,Google Ads
323699,576,2020-04-08,121096,Google Ads
479948,576,2020-08-26,188424,Google Ads
441900,576,2020-07-28,125192,Google Ads
331020,576,2020-04-17,125192,Google Ads
585240,576,2020-10-29,125192,Google Ads
493306,576,2020-09-04,193032,Google Ads
587000,576,2020-10-30,132361,Google Ads
444308,576,2020-07-30,132361,Google Ads
352417,576,2020-05-08,136969,Google Ads
465618,576,2020-08-16,136969,Google Ads
460757,576,2020-08-13,136969,Google Ads
525202,576,2020-09-24,203017,Google Ads
460791,576,2020-08-13,137993,Google Ads
451510,576,2020-08-05,142089,Google Ads
366755,576,2020-05-23,144649,Google Ads
378412,576,2020-06-04,150281,Google Ads
399345,576,2020-06-24,159753,Google Ads
305436,576,2020-03-10,100105,Google Ads
385512,576,2020-06-11,100105,Google Ads
509233,576,2020-09-15,100105,Google Ads
588199,576,2020-10-31,174345,Google Ads
437614,576,2020-07-24,174345,Google Ads
363592,576,2020-05-20,109065,Google Ads
474127,576,2020-08-22,109065,Google Ads
294774,576,2020-02-16,109065,Google Ads
401422,576,2020-06-26,113673,Google Ads
532490,576,2020-09-30,113673,Google Ads
307535,576,2020-03-15,113673,Google Ads
422065,576,2020-07-13,121097,Google Ads
554499,576,2020-10-15,121097,Google Ads
323700,576,2020-04-08,121097,Google Ads
486186,576,2020-08-31,190729,Google Ads
502385,576,2020-09-10,196105,Google Ads
524011,576,2020-09-24,202762,Google Ads
355640,576,2020-05-12,138762,Google Ads
374407,576,2020-05-30,148234,Google Ads
492133,576,2020-09-04,148234,Google Ads
588907,576,2020-11-01,216586,Google Ads
384041,576,2020-06-09,152842,Google Ads
504923,576,2020-09-12,152842,Google Ads
387180,576,2020-06-12,154122,Google Ads
517697,576,2020-09-19,156682,Google Ads
398394,576,2020-06-23,159242,Google Ads
546211,576,2020-10-09,162314,Google Ads
568865,576,2020-10-23,162314,Google Ads
405433,576,2020-06-30,162314,Google Ads
557279,576,2020-10-16,162314,Google Ads
283705,576,2020-01-19,105226,Google Ads
567557,576,2020-10-23,105226,Google Ads
334018,576,2020-04-19,105226,Google Ads
433398,576,2020-07-21,105226,Google Ads
582965,576,2020-10-27,107018,Google Ads
289317,576,2020-02-02,107018,Google Ads
349114,576,2020-05-05,107018,Google Ads
289119,576,2020-02-01,107018,Google Ads
438379,576,2020-07-25,107018,Google Ads
369987,576,2020-05-26,109834,Google Ads
483223,576,2020-08-29,109834,Google Ads
488135,576,2020-09-01,109834,Google Ads
493633,576,2020-09-04,109834,Google Ads
